Geo_Loc,Year,State,Pop_Est,TTL_Cnty,Cnty_Rpt,Dys_w_AQI,Dys_NM,Dys_Blw_Thr,Dys_Abv_Thr,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10
POINT (-88.99771017799969 40.48501028300046),1983,Illinois,11408817,102,21,7192,473,6600,592,5368,1232,437,125,30,0,3972,1887,759,884,459,5849,0,0
POINT (-86.14996019399968 39.766910452000445),1983,Indiana,5450396,92,15,4778,697,4294,484,3740,554,297,159,28,0,2427,1326,449,280,2207,2230,0,61
POINT (-93.81649055599968 42.46940091300047),1983,Iowa,2870547,99,6,1996,194,1859,137,1487,372,91,41,5,0,1089,534,220,645,0,1346,0,5
POINT (-98.20078122699965 38.34774030000045),1983,Kansas,2415529,105,3,1004,91,958,46,706,252,39,7,0,0,505,231,118,237,91,676,0,0
POINT (-84.77497104799966 37.645970271000465),1983,Kentucky,3694469,120,31,7486,3829,6279,1207,4441,1838,849,314,44,0,5920,3697,1483,859,1491,5136,0,0
POINT (-92.44568007099969 31.31266064400046),1983,Louisiana,4395311,64,19,4811,2124,4582,229,3851,731,183,43,3,0,3031,1403,629,93,663,4055,0,0
POINT (-68.98503133599962 45.254228894000505),1983,Maine,1144772,16,6,1352,838,1247,105,1092,155,56,36,13,0,1042,560,201,365,0,908,0,79
POINT (-76.60926011099963 39.29058096400047),1983,Maryland,4313329,24,11,3438,577,2863,575,2127,736,282,202,91,0,2457,1540,449,643,544,2251,0,0
POINT (-72.08269067499964 42.27687047000046),1983,Massachusetts,5799405,14,9,2592,693,2182,410,1343,839,227,116,67,0,2096,1174,437,666,601,1325,0,0
POINT (-84.71439026999968 44.6613195430005),1983,Michigan,9047764,83,14,3747,1363,3443,304,2949,494,190,89,25,0,2417,1198,431,1182,153,2412,0,0
POINT (-94.79420050299967 46.35564873600049),1983,Minnesota,4141458,87,8,2490,430,2418,72,1807,611,56,15,1,0,1126,533,311,1442,137,911,0,0
POINT (-89.53803082499968 32.745510099000455),1983,Mississippi,2567719,82,2,595,135,566,29,436,130,21,7,1,0,371,154,82,115,0,480,0,0
POINT (-92.56630005299968 38.635790776000476),1983,Missouri,4943735,115,9,3150,135,2913,237,2363,550,155,56,26,0,1570,768,317,689,656,1805,0,0
POINT (-109.42442064499971 47.06652897200047),1983,Montana,814029,56,4,986,474,975,11,850,125,9,2,0,0,484,232,121,622,36,328,0,0
POINT (-99.36572062299967 41.6410409880005),1983,Nebraska,1584293,93,2,730,0,722,8,633,89,8,0,0,0,258,109,69,279,0,451,0,0
POINT (-117.07184056399967 39.493240390000494),1983,Nevada,901978,17,4,1335,125,1252,83,956,296,54,25,4,0,639,254,149,569,76,690,0,0
POINT (-71.50036091999965 43.65595011300047),1983,New Hampshire,958134,10,4,1008,452,946,62,659,287,49,11,2,0,703,311,161,317,0,691,0,0
POINT (-74.27369128799967 40.13057004800049),1983,New Jersey,7467784,21,18,5597,973,4679,918,3035,1644,481,265,172,0,3533,2164,821,2083,1369,2130,0,15
POINT (-106.24058098499967 34.52088095200048),1983,New Mexico,1394362,33,5,1789,36,1721,68,1356,365,48,13,7,0,580,325,185,1042,9,738,0,0
POINT (-75.54397042699964 42.82700103200045),1983,New York,17686907,62,21,7032,633,6432,600,5214,1218,362,173,65,0,4013,1969,733,1104,925,5003,0,0
POINT (-79.15925046299964 35.466220975000454),1983,North Carolina,6077059,100,20,4364,2936,3641,723,2319,1322,525,182,16,0,3598,2405,1033,1013,0,3351,0,0
POINT (-100.11842104899966 47.47531977900047),1983,North Dakota,676687,53,4,1318,142,1312,6,1212,100,6,0,0,0,400,201,139,0,29,1289,0,0
POINT (-82.40426005599966 40.06021014100048),1983,Ohio,10737631,88,21,7251,414,6258,993,4928,1330,612,311,70,0,4396,2415,843,1054,1065,5132,0,0
POINT (-97.52107021399968 35.47203135600046),1983,Oklahoma,3290404,77,4,1420,40,1319,101,1012,307,74,26,1,0,659,340,163,126,360,934,0,0
POINT (-120.15503132599969 44.56744942400047),1983,Oregon,2653071,36,10,2700,950,2633,67,1887,746,59,7,1,0,1207,589,378,1512,1,1114,0,73
POINT (-77.86070029399963 40.79373015200048),1983,Pennsylvania,11837726,67,22,7877,153,6895,982,5267,1628,534,340,108,0,4697,2496,917,806,3201,3870,0,0
POINT (-71.52247031399963 41.70828019300046),1983,Rhode Island,956382,5,2,703,27,638,65,447,191,34,22,9,0,463,189,85,187,95,421,0,0
POINT (-81.04537120699968 33.998821303000454),1983,South Carolina,3234068,46,11,2847,1168,2502,345,1919,583,250,90,5,0,1834,1076,450,418,120,2224,0,85
POINT (-100.3735306369997 44.353130053000484),1983,South Dakota,693009,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POINT (-85.77449091399967 35.68094058000048),1983,Tennessee,4659757,95,10,3166,484,2719,447,1880,839,341,96,9,1,1967,1067,422,604,145,2417,0,0
POINT (-99.42677020599967 31.827240407000488),1983,Texas,15751674,254,16,5331,509,4648,683,3564,1084,399,198,86,0,3257,1737,680,315,764,4252,0,0
POINT (-111.58713063499971 39.360700171000474),1983,Utah,1594943,29,6,1742,448,1608,134,959,649,98,32,4,0,942,493,291,805,180,757,0,0
POINT (-72.51764079099962 43.62538123900049),1983,Vermont,523302,14,3,589,506,574,15,522,52,12,3,0,0,433,153,79,160,0,382,0,47
POINT (-78.45789046299967 37.54268067400045),1983,Virginia,5564662,134,19,5599,1336,4847,752,3672,1175,454,238,60,0,3449,2122,862,1303,1357,2939,0,0
POINT (-120.47001078999972 47.52227862900048),1983,Washington,4300269,39,6,2045,145,1973,72,1206,767,59,10,3,0,897,448,265,1631,56,358,0,0
POINT (-80.71264013499967 38.66551020200046),1983,West Virginia,1945058,55,5,1647,178,1487,160,1186,301,96,56,8,0,891,513,196,127,705,815,0,0
POINT (-89.81637074199966 44.39319117400049),1983,Wisconsin,4721438,72,21,5626,2039,5180,446,4473,707,275,131,40,0,3806,1825,721,495,1312,3819,0,0
POINT (-108.10983035299967 43.23554134300048),1983,Wyoming,510344,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POINT (-86.63186076199969 32.84057112200048),1984,Alabama,3951824,67,4,1159,305,1027,132,729,298,104,27,1,0,745,431,180,176,0,983,0,0
POINT (-147.72205903599973 64.84507995700051),1984,Alaska,513704,30,2,550,182,502,48,307,195,35,5,8,0,367,192,90,531,0,19,0,0
POINT (-111.76381127699972 34.865970280000454),1984,Arizona,3067134,15,8,2396,532,2176,220,1587,589,157,57,6,0,985,539,229,1088,418,890,0,0
POINT (-92.27449074299966 34.74865012400045),1984,Arkansas,2319767,75,1,366,0,335,31,258,77,27,4,0,0,164,97,40,0,55,311,0,0
POINT (-120.99999953799971 37.63864012300047),1984,California,25844397,58,40,13221,1419,10867,2354,7699,3168,1070,704,580,0,7331,4590,2178,1655,3287,8279,0,0
POINT (-106.13361092099967 38.843840757000464),1984,Colorado,3169995,64,10,3588,72,3340,248,2194,1146,203,32,13,0,1639,807,431,1397,643,1548,0,0
POINT (-72.64984095199964 41.56266102000046),1984,Connecticut,3180014,8,6,1630,566,1358,272,773,585,121,89,62,0,1440,897,301,422,374,834,0,0
POINT (-75.57774116799965 39.008830667000495),1984,Delaware,611565,3,3,882,216,752,130,502,250,80,41,9,0,622,367,137,77,157,648,0,0
POINT (-77.036871 38.907192),1984,District Of Columbia,633382,1,1,365,1,326,39,150,176,26,8,5,0,224,105,54,158,126,81,0,0
POINT (-81.92896053899966 28.932040377000476),1984,Florida,11039925,67,10,3643,17,3476,167,2535,941,142,25,0,0,1618,794,413,833,405,2405,0,0
POINT (-83.62758034599966 32.83968109300048),1984,Georgia,5834943,159,4,1221,243,1120,101,817,303,72,21,8,0,762,385,166,167,381,673,0,0
POINT (-157.85774940299973 21.304850435000446),1984,Hawaii,1027922,5,1,365,1,364,1,336,28,0,1,0,0,165,48,30,318,0,47,0,0
POINT (-114.3637300419997 43.682630005000476),1984,Idaho,990841,44,1,364,2,358,6,261,97,6,0,0,0,113,73,39,364,0,0,0,0
POINT (-88.99771017799969 40.48501028300046),1984,Illinois,11412128,102,20,6817,503,6398,419,5165,1233,340,65,14,0,3429,1610,714,832,520,5357,0,108
POINT (-86.14996019399968 39.766910452000445),1984,Indiana,5458322,92,19,5222,1732,4824,398,4064,760,301,85,12,0,2806,1535,682,390,2069,2474,0,289
POINT (-93.81649055599968 42.46940091300047),1984,Iowa,2858615,99,6,2081,115,2019,62,1663,356,53,8,1,0,974,397,210,716,0,1360,0,5
POINT (-98.20078122699965 38.34774030000045),1984,Kansas,2424088,105,3,1050,48,1023,27,892,131,25,2,0,0,419,185,99,206,0,844,0,0
POINT (-84.77497104799966 37.645970271000465),1984,Kentucky,3695459,120,17,4656,1566,4204,452,3102,1102,344,99,9,0,2891,1604,721,784,1145,2727,0,0
POINT (-92.44568007099969 31.31266064400046),1984,Louisiana,4400474,64,18,4944,1644,4723,221,3971,752,170,43,8,0,2930,1175,571,150,747,4047,0,0
POINT (-68.98503133599962 45.254228894000505),1984,Maine,1155634,16,8,1667,1261,1517,150,1275,242,88,52,10,0,1411,760,294,75,0,1230,0,362
POINT (-76.60926011099963 39.29058096400047),1984,Maryland,4365246,24,13,3947,811,3561,386,2735,826,253,105,28,0,2439,1170,473,633,455,2854,0,5
POINT (-72.08269067499964 42.27687047000046),1984,Massachusetts,5840774,14,9,2766,528,2424,342,1652,772,215,106,21,0,1901,1006,410,600,792,1374,0,0
POINT (-84.71439026999968 44.6613195430005),1984,Michigan,9049454,83,15,3436,2054,3274,162,2851,423,131,30,1,0,1845,919,400,1110,268,2058,0,0
POINT (-94.79420050299967 46.35564873600049),1984,Minnesota,4157704,87,9,2754,540,2721,33,2057,664,24,9,0,0,1163,534,350,1544,102,1085,0,23
POINT (-89.53803082499968 32.745510099000455),1984,Mississippi,2578053,82,3,875,223,819,56,655,164,51,5,0,0,494,252,121,113,0,762,0,0
POINT (-92.56630005299968 38.635790776000476),1984,Missouri,4975276,115,9,2859,435,2637,222,2063,574,146,57,19,0,1743,756,353,590,686,1583,0,0
POINT (-109.42442064499971 47.06652897200047),1984,Montana,820904,56,5,1301,529,1297,4,1201,96,0,4,0,0,600,216,81,802,366,0,0,133
POINT (-99.36572062299967 41.6410409880005),1984,Nebraska,1588638,93,2,732,0,719,13,631,88,12,1,0,0,266,109,63,349,0,383,0,0
POINT (-117.07184056399967 39.493240390000494),1984,Nevada,924921,17,4,1260,204,1066,194,536,530,174,15,5,0,728,386,230,297,277,686,0,0
POINT (-71.50036091999965 43.65595011300047),1984,New Hampshire,976863,10,3,932,166,889,43,687,202,25,16,2,0,432,208,108,269,0,581,0,82
POINT (-74.27369128799967 40.13057004800049),1984,New Jersey,7515474,21,16,5454,402,4823,631,3137,1686,394,180,57,0,3058,1658,725,2015,1156,2211,0,72
POINT (-106.24058098499967 34.52088095200048),1984,New Mexico,1416719,33,6,1933,263,1872,61,1502,370,51,7,3,0,699,337,194,849,333,751,0,0
POINT (-75.54397042699964 42.82700103200045),1984,New York,17745676,62,20,7005,315,6589,416,5291,1298,301,95,20,0,3480,1466,725,1312,899,4794,0,0
POINT (-79.15925046299964 35.466220975000454),1984,North Carolina,6164004,100,19,4466,2488,3962,504,2566,1396,421,79,4,0,3191,2003,895,861,113,3492,0,0
POINT (-100.11842104899966 47.47531977900047),1984,North Dakota,680499,53,4,1448,16,1447,1,1359,88,1,0,0,0,352,189,138,0,88,1360,0,0
POINT (-82.40426005599966 40.06021014100048),1984,Ohio,10737743,88,20,6948,372,6434,514,5161,1273,402,104,8,0,3653,1739,731,955,1265,4728,0,0
POINT (-97.52107021399968 35.47203135600046),1984,Oklahoma,3285535,77,4,1439,25,1269,170,910,359,127,38,5,0,746,439,178,140,375,924,0,0
POINT (-120.15503132599969 44.56744942400047),1984,Oregon,2666589,36,10,2422,1238,2373,49,1615,758,42,7,0,0,1302,622,408,1449,4,820,0,149
POINT (-77.86070029399963 40.79373015200048),1984,Pennsylvania,11815175,67,22,7862,190,7233,629,5484,1749,453,148,28,0,4385,1902,910,698,3601,3563,0,0
POINT (-71.52247031399963 41.70828019300046),1984,Rhode Island,961895,5,2,666,66,587,79,396,191,40,24,15,0,529,235,91,170,126,370,0,0
POINT (-81.04537120699968 33.998821303000454),1984,South Carolina,3271864,46,11,3009,1017,2772,237,2140,632,203,33,1,0,1672,1013,439,401,48,2464,0,96
POINT (-100.3735306369997 44.353130053000484),1984,South Dakota,697250,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POINT (-85.77449091399967 35.68094058000048),1984,Tennessee,4686743,95,10,3250,410,2907,343,1899,1008,289,52,2,0,1774,1031,452,738,174,2338,0,0
POINT (-99.42677020599967 31.827240407000488),1984,Texas,16007088,254,16,5358,498,4720,638,3527,1193,390,178,70,0,3367,1699,674,314,698,4346,0,0
POINT (-111.58713063499971 39.360700171000474),1984,Utah,1622342,29,5,1556,274,1411,145,765,646,118,19,8,0,842,431,243,629,316,611,0,0
POINT (-72.51764079099962 43.62538123900049),1984,Vermont,526658,14,4,634,830,617,17,565,52,13,3,1,0,507,205,115,110,0,378,0,146
POINT (-78.45789046299967 37.54268067400045),1984,Virginia,5643868,134,19,5658,1296,5240,418,3922,1318,323,88,7,0,3156,1669,770,1190,1530,2938,0,0
POINT (-120.47001078999972 47.52227862900048),1984,Washington,4343657,39,6,2154,42,2097,57,1389,708,45,8,4,0,943,429,248,1684,91,379,0,0
POINT (-80.71264013499967 38.66551020200046),1984,West Virginia,1927696,55,6,1869,327,1755,114,1458,297,92,21,1,0,931,457,210,203,740,926,0,0
POINT (-89.81637074199966 44.39319117400049),1984,Wisconsin,4735571,72,22,5653,2399,5393,260,4724,669,185,56,19,0,3620,1569,767,541,1141,3971,0,0
POINT (-108.10983035299967 43.23554134300048),1984,Wyoming,504895,23,1,5,361,5,0,5,0,0,0,0,0,28,28,18,0,0,0,0,5
POINT (-86.63186076199969 32.84057112200048),1985,Alabama,3972520,67,4,1145,315,1064,81,736,328,70,10,1,0,678,355,177,113,0,897,0,135
POINT (-147.72205903599973 64.84507995700051),1985,Alaska,532496,30,2,548,182,494,54,296,198,40,11,3,0,374,220,100,473,0,46,0,29
POINT (-111.76381127699972 34.865970280000454),1985,Arizona,3183539,15,9,2118,1167,1904,214,1256,648,168,38,8,0,1108,683,409,838,311,758,0,211
POINT (-92.27449074299966 34.74865012400045),1985,Arkansas,2327046,75,3,442,653,425,17,364,61,13,4,0,0,259,138,74,0,50,306,0,86
POINT (-120.99999953799971 37.63864012300047),1985,California,26441107,58,41,13587,1378,11154,2433,7935,3219,1170,679,584,0,7785,4696,2257,1494,3210,8857,0,26
POINT (-106.13361092099967 38.843840757000464),1985,Colorado,3208726,64,17,4339,1866,4149,190,2963,1186,173,8,8,1,2287,1133,645,1364,547,1564,0,864
POINT (-72.64984095199964 41.56266102000046),1985,Connecticut,3201131,8,6,1723,467,1490,233,895,595,133,66,34,0,1408,753,292,379,393,918,0,33
POINT (-75.57774116799965 39.008830667000495),1985,Delaware,618279,3,3,903,192,714,189,452,262,127,50,12,0,642,408,151,66,131,705,0,1
POINT (-77.036871 38.907192),1985,District Of Columbia,634549,1,1,363,2,309,54,104,205,42,9,3,0,215,112,61,85,189,89,0,0
POINT (-81.92896053899966 28.932040377000476),1985,Florida,11351120,67,10,3589,61,3460,129,2765,695,109,17,3,0,1581,677,382,884,286,2410,0,9
POINT (-83.62758034599966 32.83968109300048),1985,Georgia,5962639,159,4,1254,206,1181,73,901,280,50,19,4,0,632,347,162,196,351,707,0,0
POINT (-157.85774940299973 21.304850435000446),1985,Hawaii,1039698,5,2,378,352,378,0,358,20,0,0,0,0,109,73,43,293,0,67,0,18
POINT (-114.3637300419997 43.682630005000476),1985,Idaho,994052,44,1,356,9,353,3,256,97,3,0,0,0,108,70,40,356,0,0,0,0
POINT (-88.99771017799969 40.48501028300046),1985,Illinois,11399803,102,20,7118,182,6824,294,5505,1319,243,41,10,0,3347,1451,723,644,465,5884,0,125
POINT (-86.14996019399968 39.766910452000445),1985,Indiana,5459214,92,21,4964,2701,4630,334,3631,999,267,60,7,0,2956,1651,767,392,1861,1977,0,734
POINT (-93.81649055599968 42.46940091300047),1985,Iowa,2829684,99,9,1859,1426,1842,17,1662,180,17,0,0,0,774,402,246,550,0,1198,0,111
POINT (-98.20078122699965 38.34774030000045),1985,Kansas,2427401,105,6,1065,1125,1047,18,819,228,17,1,0,0,512,280,164,327,0,599,0,139
POINT (-84.77497104799966 37.645970271000465),1985,Kentucky,3694816,120,19,5088,1847,4718,370,3631,1087,313,51,6,0,3127,1616,742,697,1128,3215,0,48
POINT (-92.44568007099969 31.31266064400046),1985,Louisiana,4408113,64,13,4450,295,4173,277,3328,845,202,67,8,0,2353,1037,487,158,582,3710,0,0
POINT (-68.98503133599962 45.254228894000505),1985,Maine,1162935,16,10,2080,1570,1932,148,1645,287,99,35,14,0,1616,807,357,178,0,1333,0,569
POINT (-76.60926011099963 39.29058096400047),1985,Maryland,4413072,24,13,3662,1083,3117,545,2207,910,381,142,22,0,2526,1396,526,533,480,2645,0,4
POINT (-72.08269067499964 42.27687047000046),1985,Massachusetts,5880734,14,9,2735,550,2494,241,1722,772,144,74,23,0,1919,891,394,643,648,1406,0,38
POINT (-84.71439026999968 44.6613195430005),1985,Michigan,9076287,83,14,3829,1281,3690,139,3187,503,115,20,4,0,2142,942,460,889,172,2497,0,271
POINT (-94.79420050299967 46.35564873600049),1985,Minnesota,4184301,87,11,3043,972,3005,38,2418,587,31,2,4,1,1759,614,377,1386,207,1203,0,247
POINT (-89.53803082499968 32.745510099000455),1985,Mississippi,2588103,82,3,830,265,800,30,664,136,27,3,0,0,457,222,114,140,0,690,0,0
POINT (-92.56630005299968 38.635790776000476),1985,Missouri,5000260,115,12,3261,1119,3138,123,2419,719,92,24,7,0,1652,804,427,323,869,1663,0,406
POINT (-109.42442064499971 47.06652897200047),1985,Montana,822320,56,13,1511,3234,1493,18,1353,140,15,2,0,1,1331,790,409,792,365,0,0,354
POINT (-99.36572062299967 41.6410409880005),1985,Nebraska,1584661,93,4,1117,343,1095,22,897,198,20,2,0,0,411,236,125,373,0,304,0,440
POINT (-117.07184056399967 39.493240390000494),1985,Nevada,951032,17,5,1512,313,1285,227,733,552,189,35,3,0,873,481,275,339,209,821,0,143
POINT (-71.50036091999965 43.65595011300047),1985,New Hampshire,996753,10,4,1113,347,1067,46,751,316,34,12,0,0,689,241,151,297,0,662,0,154
POINT (-74.27369128799967 40.13057004800049),1985,New Jersey,7565530,21,16,5485,355,4683,802,3164,1519,472,250,80,0,3281,1848,733,1738,940,2714,0,93
POINT (-106.24058098499967 34.52088095200048),1985,New Mexico,1438360,33,6,1893,297,1862,31,1482,380,28,0,3,0,628,318,178,655,419,801,0,18
POINT (-75.54397042699964 42.82700103200045),1985,New York,17791678,62,22,6863,1167,6353,510,5028,1325,370,113,27,0,3627,1737,828,1111,855,4828,0,69
POINT (-79.15925046299964 35.466220975000454),1985,North Carolina,6253957,100,18,4262,2308,3826,436,2426,1400,389,45,2,0,3050,1790,859,792,155,3314,0,1
POINT (-100.11842104899966 47.47531977900047),1985,North Dakota,676979,53,10,1901,1749,1901,0,1861,40,0,0,0,0,602,395,269,0,31,1387,0,483
POINT (-82.40426005599966 40.06021014100048),1985,Ohio,10734926,88,22,7278,752,6785,493,5334,1451,392,97,4,0,3761,1870,830,751,996,5243,0,288
POINT (-97.52107021399968 35.47203135600046),1985,Oklahoma,3271333,77,4,1360,100,1268,92,971,297,70,21,1,0,728,329,170,123,398,836,0,3
POINT (-120.15503132599969 44.56744942400047),1985,Oregon,2672648,36,11,2534,1481,2432,102,1674,758,79,18,5,0,1465,717,408,1311,47,862,0,314
POINT (-77.86070029399963 40.79373015200048),1985,Pennsylvania,11770865,67,22,7946,84,7212,734,5341,1871,531,181,22,0,4284,2140,928,507,2970,4299,0,170
POINT (-71.52247031399963 41.70828019300046),1985,Rhode Island,968956,5,2,494,236,438,56,296,142,34,14,8,0,425,231,95,105,189,195,0,5
POINT (-81.04537120699968 33.998821303000454),1985,South Carolina,3303211,46,13,2947,1798,2781,166,2257,524,146,20,0,0,1658,962,474,378,2,2445,0,122
POINT (-100.3735306369997 44.353130053000484),1985,South Dakota,698404,66,5,347,1478,347,0,315,32,0,0,0,0,298,215,117,0,0,0,0,347
POINT (-85.77449091399967 35.68094058000048),1985,Tennessee,4715292,95,10,2868,782,2615,253,1781,834,212,37,4,0,1592,931,454,673,479,1697,0,19
POINT (-99.42677020599967 31.827240407000488),1985,Texas,16272722,254,17,4838,1367,4288,550,3300,988,315,145,90,0,2904,1571,645,347,829,3136,0,526
POINT (-111.58713063499971 39.360700171000474),1985,Utah,1642910,29,5,1446,379,1291,155,612,679,125,26,4,0,853,446,263,437,377,602,0,30
POINT (-72.51764079099962 43.62538123900049),1985,Vermont,530035,14,4,712,748,693,19,632,61,13,6,0,0,439,200,117,140,54,328,0,190
POINT (-78.45789046299967 37.54268067400045),1985,Virginia,5715149,134,22,6024,2006,5454,570,4087,1367,447,115,8,0,3453,1999,922,1166,1399,3408,0,51
POINT (-120.47001078999972 47.52227862900048),1985,Washington,4400096,39,9,2240,1045,2113,127,1437,676,105,19,3,0,1298,724,378,1304,106,613,0,217
POINT (-80.71264013499967 38.66551020200046),1985,West Virginia,1906831,55,7,2108,447,1987,121,1563,424,95,26,0,0,1091,563,274,155,638,1133,0,182
POINT (-89.81637074199966 44.39319117400049),1985,Wisconsin,4747765,72,23,5534,2861,5237,297,4433,804,224,69,4,0,3745,1779,837,423,633,4114,0,364
POINT (-108.10983035299967 43.23554134300048),1985,Wyoming,499696,23,9,293,2992,291,2,243,48,2,0,0,0,521,410,264,0,0,0,0,293
POINT (-86.63186076199969 32.84057112200048),1986,Alabama,3991569,67,6,1612,578,1356,256,911,445,183,67,6,0,1207,712,285,90,0,1315,0,207
POINT (-147.72205903599973 64.84507995700051),1986,Alaska,544269,30,3,913,182,864,49,601,263,39,9,1,0,539,232,113,381,0,0,0,532
POINT (-111.76381127699972 34.865970280000454),1986,Arizona,3308261,15,10,1436,2214,1289,147,650,639,123,22,2,0,1210,747,455,475,148,404,0,409
POINT (-92.27449074299966 34.74865012400045),1986,Arkansas,2331988,75,3,716,379,689,27,584,105,19,7,1,0,332,183,92,0,58,283,0,375
POINT (-120.99999953799971 37.63864012300047),1986,California,27102238,58,47,13611,3544,11119,2492,7722,3397,1282,644,566,0,7670,5134,2585,1268,3173,8880,0,290
POINT (-106.13361092099967 38.843840757000464),1986,Colorado,3237448,64,16,4811,1029,4544,267,2969,1575,235,23,8,1,2562,1230,676,902,545,1705,0,1659
POINT (-72.64984095199964 41.56266102000046),1986,Connecticut,3223741,8,6,1712,478,1560,152,998,562,97,40,15,0,1292,607,274,379,364,886,0,83
POINT (-75.57774116799965 39.008830667000495),1986,Delaware,627559,3,3,810,285,700,110,485,215,66,41,3,0,593,339,133,31,197,573,0,9
POINT (-77.036871 38.907192),1986,District Of Columbia,638269,1,1,365,0,312,53,107,205,44,9,0,0,192,112,61,60,218,83,0,4
POINT (-81.92896053899966 28.932040377000476),1986,Florida,11667503,67,10,3628,22,3453,175,2770,683,141,31,3,0,1796,735,388,724,243,2629,0,32
POINT (-83.62758034599966 32.83968109300048),1986,Georgia,6084645,159,5,1378,447,1208,170,849,359,109,48,13,0,861,506,222,95,413,754,0,116
POINT (-157.85774940299973 21.304850435000446),1986,Hawaii,1051762,5,2,417,313,417,0,413,4,0,0,0,0,95,66,43,239,0,97,0,81
POINT (-114.3637300419997 43.682630005000476),1986,Idaho,990222,44,8,731,2189,720,11,494,226,9,1,1,0,944,526,272,293,0,0,0,438
POINT (-88.99771017799969 40.48501028300046),1986,Illinois,11387256,102,21,6664,1001,6390,274,5129,1261,229,39,6,0,3276,1441,746,729,472,5067,0,396
POINT (-86.14996019399968 39.766910452000445),1986,Indiana,5454103,92,19,4890,2045,4579,311,3717,862,238,63,10,0,2567,1425,699,396,1671,1936,0,887
POINT (-93.81649055599968 42.46940091300047),1986,Iowa,2791969,99,8,2105,815,2094,11,1810,284,10,1,0,0,802,423,252,444,0,960,0,701
POINT (-98.20078122699965 38.34774030000045),1986,Kansas,2432614,105,6,1138,1052,1112,26,834,278,23,2,1,0,704,346,212,216,69,606,0,247
POINT (-84.77497104799966 37.645970271000465),1986,Kentucky,3687805,120,20,5277,2023,4848,429,3745,1103,330,85,14,0,3316,1711,781,493,1274,2956,0,554
POINT (-92.44568007099969 31.31266064400046),1986,Louisiana,4406922,64,13,4618,127,4304,314,3300,1004,257,54,3,0,2305,1175,501,120,542,3818,0,138
